Tab. 102 Obce České republiky k 1. 1. 2019;;;;;;;;;;;;;;Souhrn
;;;;;;;;;;;;;;
"Kód
okresu";"Kód
SOORP";Název obce;"Kód
obce";Typ obce;"Správní obvod obce
s rozšířenou působností";"Počet
částí
obce";"Počet
katas-
trů";"Katastr.
výměra
v ha";Počet obyvatel;;;Počet dokončených bytů;;Stavební úřad
;;;;;;;;;celkem;"ve věku
0 - 14 let";"ve věku
65 a více let";2009-2013;2014-2018;
CZ0643;6217;Žďárec;597171;obec;Tišnov;3;2;802;367;59;60;7;2;Tišnov
CZ0643;6216;Želešice;584266;obec;Šlapanice;1;1;997;1 778;337;322;72;38;Šlapanice
CZ0643;6217;Železné;584274;obec;Tišnov;1;1;236;485;65;82;16;26;Tišnov
CZ0643;6221;Židlochovice;584282;město;Židlochovice;1;1;593;3 826;734;726;173;40;Židlochovice
CZ0644;6211;Bavory;584304;obec;Mikulov;1;1;500;400;59;69;8;8;Mikulov
CZ0644;6207;Boleradice;584321;městys;Hustopeče;1;1;1 211;906;123;163;12;8;Klobouky u Brna
CZ0644;6207;Borkovany;584339;obec;Hustopeče;1;1;1 394;840;134;145;5;9;Klobouky u Brna
CZ0644;6207;Bořetice;584347;obec;Hustopeče;1;1;914;1 289;186;215;17;16;Velké Pavlovice
CZ0644;6211;Brod nad Dyjí;584355;obec;Mikulov;1;1;1 118;531;61;121;51;29;Drnholec
CZ0644;6207;Brumovice;584363;obec;Hustopeče;1;1;1 051;983;162;192;12;7;Klobouky u Brna
CZ0644;6204;Břeclav;584291;město;Břeclav;3;3;7 719;24 704;3 598;4 987;273;179;Břeclav
CZ0644;6211;Březí;584371;obec;Mikulov;1;1;1 309;1 646;281;271;21;56;Mikulov
CZ0644;6204;Bulhary;584380;obec;Břeclav;1;1;1 516;754;104;135;8;12;Břeclav
CZ0644;6207;Diváky;584401;obec;Hustopeče;1;1;849;519;87;85;10;13;Hustopeče
CZ0644;6211;Dobré Pole;584410;obec;Mikulov;1;1;697;462;87;61;9;12;Drnholec
CZ0644;6211;Dolní Dunajovice;584428;obec;Mikulov;1;1;1 787;1 704;231;338;24;41;Mikulov
CZ0644;6211;Dolní Věstonice;584436;obec;Mikulov;1;1;882;316;40;77;8;6;Mikulov
CZ0644;6211;Drnholec;584444;městys;Mikulov;1;1;3 519;1 808;305;304;27;41;Drnholec
CZ0644;6204;Hlohovec;584452;obec;Břeclav;1;1;896;1 314;213;238;28;15;Valtice
CZ0644;6207;Horní Bojanovice;584461;obec;Hustopeče;1;1;837;666;96;139;16;9;Hustopeče
CZ0644;6211;Horní Věstonice;584479;obec;Mikulov;1;1;781;480;70;88;9;21;Mikulov
CZ0644;6204;Hrušky;584487;obec;Břeclav;1;1;1 591;1 608;296;297;16;20;Břeclav
CZ0644;6207;Hustopeče;584495;město;Hustopeče;1;1;2 453;5 964;920;1 180;171;139;Hustopeče
CZ0644;6211;Jevišovka;584525;obec;Mikulov;1;1;1 265;677;117;99;15;12;Drnholec
CZ0644;6207;Kašnice;550256;obec;Hustopeče;1;1;156;200;26;44;2;1;Klobouky u Brna
CZ0644;6211;Klentnice;584541;obec;Mikulov;1;1;769;530;66;123;18;14;Mikulov
CZ0644;6207;Klobouky u Brna;584550;město;Hustopeče;2;2;3 127;2 453;433;489;57;32;Klobouky u Brna
CZ0644;6207;Kobylí;584568;obec;Hustopeče;1;1;2 104;2 065;289;435;24;15;Velké Pavlovice
CZ0644;6204;Kostice;584576;obec;Břeclav;1;1;1 245;1 898;277;386;3;22;Břeclav
CZ0644;6207;Krumvíř;584584;obec;Hustopeče;1;1;1 014;1 243;191;219;27;31;Klobouky u Brna
CZ0644;6207;Křepice;584592;obec;Hustopeče;1;1;672;1 321;221;222;21;21;Hustopeče
CZ0644;6207;Kurdějov;555282;obec;Hustopeče;1;1;926;421;81;54;23;12;Hustopeče
CZ0644;6204;Ladná;558443;obec;Břeclav;1;1;1 006;1 224;160;281;5;25;Břeclav
CZ0644;6204;Lanžhot;584622;město;Břeclav;1;1;5 483;3 733;540;752;14;20;Břeclav
CZ0644;6204;Lednice;584631;obec;Břeclav;2;2;3 127;2 299;341;496;45;53;Břeclav
CZ0644;6211;Mikulov;584649;město;Mikulov;1;1;4 532;7 359;1 132;1 474;293;185;Mikulov
CZ0644;6211;Milovice;584657;obec;Mikulov;1;1;651;453;85;94;5;21;Mikulov
CZ0644;6204;Moravská Nová Ves;584665;městys;Břeclav;1;1;2 341;2 598;414;511;20;19;Břeclav
CZ0644;6204;Moravský Žižkov;584673;obec;Břeclav;1;1;1 354;1 452;213;251;17;42;Velké Bílovice
CZ0644;6207;Morkůvky;584681;obec;Hustopeče;1;1;675;480;84;84;2;8;Klobouky u Brna
CZ0644;6207;Němčičky;584703;obec;Hustopeče;1;1;774;699;112;145;29;22;Velké Pavlovice
CZ0644;6207;Nikolčice;584711;obec;Hustopeče;1;1;1 607;770;120;149;13;5;Hustopeče
CZ0644;6211;Novosedly;584746;obec;Mikulov;1;1;1 674;1 206;208;216;20;31;Drnholec
CZ0644;6211;Nový Přerov;584754;obec;Mikulov;1;1;614;316;53;51;13;14;Drnholec
CZ0644;6211;Pavlov;584771;obec;Mikulov;1;1;1 303;585;104;126;16;37;Mikulov
CZ0644;6211;Perná;584789;obec;Mikulov;1;1;933;788;116;135;18;36;Mikulov
CZ0644;6204;Podivín;584797;město;Břeclav;1;1;1 775;3 011;440;618;11;42;Podivín
CZ0644;6207;Popice;584819;obec;Hustopeče;1;1;999;937;166;168;13;5;Hustopeče
CZ0644;6207;Pouzdřany;584835;obec;Hustopeče;1;1;1 360;763;111;131;5;10;Hustopeče
CZ0644;6204;Přítluky;584851;obec;Břeclav;2;2;1 431;813;128;183;2;15;Podivín
CZ0644;6204;Rakvice;584860;obec;Břeclav;1;1;2 179;2 177;321;401;13;13;Podivín
CZ0644;6211;Sedlec;584878;obec;Mikulov;1;1;2 078;869;124;174;15;9;Mikulov
CZ0644;6207;Starovice;584894;obec;Hustopeče;1;1;819;916;152;152;45;13;Hustopeče
CZ0644;6207;Starovičky;584908;obec;Hustopeče;1;1;858;858;141;141;27;20;Hustopeče
CZ0644;6207;Strachotín;584916;obec;Hustopeče;1;1;1 414;798;106;184;8;14;Hustopeče
CZ0644;6207;Šakvice;584924;obec;Hustopeče;1;1;1 196;1 428;204;309;15;77;Hustopeče
CZ0644;6207;Šitbořice;584932;obec;Hustopeče;1;1;1 225;2 031;337;365;30;40;Hustopeče
CZ0644;6204;Tvrdonice;584941;obec;Břeclav;1;1;2 120;2 088;308;400;28;29;Břeclav
CZ0644;6204;Týnec;584959;obec;Břeclav;1;1;1 160;1 099;155;209;4;5;Břeclav
CZ0644;6207;Uherčice;584967;obec;Hustopeče;1;1;1 356;1 071;181;190;13;12;Hustopeče
CZ0644;6204;Valtice;584975;město;Břeclav;2;2;4 785;3 557;455;754;49;80;Valtice
CZ0644;6204;Velké Bílovice;584983;město;Břeclav;1;1;2 573;3 907;627;754;34;49;Velké Bílovice
CZ0644;6207;Velké Hostěrádky;584991;obec;Hustopeče;1;1;1 058;495;96;74;4;8;Klobouky u Brna
CZ0644;6207;Velké Němčice;585009;městys;Hustopeče;1;1;2 197;1 772;276;315;35;22;Hustopeče
CZ0644;6207;Velké Pavlovice;585017;město;Hustopeče;1;1;2 325;3 119;471;601;93;46;Velké Pavlovice
CZ0644;6207;Vrbice;585041;obec;Hustopeče;1;1;939;1 101;170;216;18;18;Velké Pavlovice
CZ0644;6204;Zaječí;585050;obec;Břeclav;1;1;1 586;1 432;226;241;17;18;Podivín
CZ0645;6210;Archlebov;586030;obec;Kyjov;1;1;1 333;866;115;177;5;7;Ždánice
CZ0645;6218;Blatnice pod Svatým Antonínkem;586048;obec;Veselí nad Moravou;1;1;1 391;2 027;253;486;39;20;Veselí nad Moravou
CZ0645;6218;Blatnička;586056;obec;Veselí nad Moravou;1;1;882;427;54;89;11;4;Veselí nad Moravou
CZ0645;6210;Bukovany;586072;obec;Kyjov;1;1;329;694;75;154;8;2;Kyjov
CZ0645;6210;Bzenec;586081;město;Kyjov;1;1;4 034;4 361;635;870;57;69;Bzenec
CZ0645;6206;Čejč;586099;obec;Hodonín;1;1;1 329;1 254;176;249;4;0;Hodonín
CZ0645;6206;Čejkovice;586102;obec;Hodonín;1;1;2 503;2 450;358;475;14;1;Hodonín
CZ0645;6210;Čeložnice;586111;obec;Kyjov;1;1;632;405;53;105;2;12;Kyjov
CZ0645;6210;Dambořice;586129;obec;Kyjov;1;1;2 317;1 409;266;225;29;21;Ždánice
CZ0645;6206;Dolní Bojanovice;586137;obec;Hodonín;1;1;1 991;2 987;535;526;55;33;Hodonín
CZ0645;6210;Domanín;586145;obec;Kyjov;1;1;701;1 030;171;185;11;8;Bzenec
CZ0645;6210;Dražůvky;586153;obec;Kyjov;1;1;516;279;37;48;2;3;Ždánice
CZ0645;6206;Dubňany;586161;město;Hodonín;1;1;2 258;6 349;915;1 247;81;80;Dubňany
CZ0645;6206;Hodonín;586021;město;Hodonín;1;1;6 331;24 682;3 481;5 050;126;20;Hodonín
CZ0645;6210;Hovorany;586170;obec;Kyjov;1;1;2 099;2 164;309;453;26;16;Kyjov
CZ0645;6218;Hroznová Lhota;586188;obec;Veselí nad Moravou;1;1;905;1 229;174;258;15;14;Veselí nad Moravou
CZ0645;6218;Hrubá Vrbka;586196;obec;Veselí nad Moravou;1;1;1 318;636;84;138;0;2;Velká nad Veličkou
CZ0645;6210;Hýsly;586200;obec;Kyjov;1;1;827;408;66;56;6;4;Kyjov
CZ0645;6218;Javorník;586218;obec;Veselí nad Moravou;1;1;2 444;698;91;127;13;4;Velká nad Veličkou
CZ0645;6210;Ježov;586226;obec;Kyjov;1;1;592;713;108;145;4;4;Kyjov
CZ0645;6206;Josefov;586234;obec;Hodonín;1;1;708;412;49;61;2;3;Hodonín
CZ0645;6206;Karlín;586242;obec;Hodonín;1;1;224;227;25;54;0;0;Hodonín
CZ0645;6210;Kelčany;586251;obec;Kyjov;1;1;261;243;37;43;1;2;Kyjov
CZ0645;6218;Kněždub;586269;obec;Veselí nad Moravou;1;1;1 609;1 102;146;225;8;15;Veselí nad Moravou
CZ0645;6210;Kostelec;586277;obec;Kyjov;1;1;507;898;162;151;10;18;Kyjov
CZ0645;6218;Kozojídky;586285;obec;Veselí nad Moravou;1;1;292;511;86;84;9;6;Veselí nad Moravou
CZ0645;6218;Kuželov;586293;obec;Veselí nad Moravou;1;1;1 015;410;58;76;3;1;Velká nad Veličkou
CZ0645;6210;Kyjov;586307;město;Kyjov;4;4;2 988;11 218;1 518;2 665;137;46;Kyjov
CZ0645;6210;Labuty;586315;obec;Kyjov;1;1;229;177;18;35;0;0;Kyjov
CZ0645;6218;Lipov;586323;obec;Veselí nad Moravou;1;1;1 516;1 497;216;301;14;8;Velká nad Veličkou
CZ0645;6218;Louka;586331;obec;Veselí nad Moravou;1;1;950;960;127;216;4;3;Velká nad Veličkou
CZ0645;6210;Lovčice;586340;obec;Kyjov;1;1;1 650;820;133;174;7;11;Ždánice
CZ0645;6206;Lužice;586358;obec;Hodonín;1;1;762;2 939;433;588;30;3;Hodonín
CZ0645;6218;Malá Vrbka;586366;obec;Veselí nad Moravou;1;1;445;164;18;36;1;1;Velká nad Veličkou
CZ0645;6206;Mikulčice;586374;obec;Hodonín;2;1;1 530;1 953;301;332;16;1;Hodonín
CZ0645;6210;Milotice;586382;obec;Kyjov;1;1;1 266;1 887;305;309;18;10;Kyjov
CZ0645;6210;Moravany;586391;obec;Kyjov;1;1;1 092;724;82;152;8;8;Kyjov
CZ0645;6218;Moravský Písek;586404;obec;Veselí nad Moravou;1;1;1 489;2 099;297;418;13;13;Bzenec
CZ0645;6210;Mouchnice;593354;obec;Kyjov;1;1;1 277;301;35;61;0;0;Kyjov
CZ0645;6206;Mutěnice;586412;obec;Hodonín;1;1;3 237;3 645;593;642;58;6;Hodonín
CZ0645;6210;Násedlovice;586421;obec;Kyjov;1;1;1 308;865;134;155;6;10;Ždánice
CZ0645;6210;Nechvalín;586439;obec;Kyjov;1;1;425;351;51;64;4;5;Kyjov
CZ0645;6210;Nenkovice;586447;obec;Kyjov;1;1;654;471;75;92;8;6;Kyjov
CZ0645;6218;Nová Lhota;586455;obec;Veselí nad Moravou;2;1;2 586;656;80;129;3;5;Velká nad Veličkou
CZ0645;6206;Nový Poddvorov;586463;obec;Hodonín;1;1;297;206;30;42;5;6;Hodonín
CZ0645;6210;Ostrovánky;586471;obec;Kyjov;1;1;163;227;37;58;3;1;Kyjov
CZ0645;6206;Petrov;586480;obec;Hodonín;1;1;1 165;1 319;184;237;18;15;Strážnice
CZ0645;6206;Prušánky;586498;obec;Hodonín;1;1;1 414;2 231;350;418;36;43;Hodonín
CZ0645;6218;Radějov;586501;obec;Veselí nad Moravou;1;1;2 411;841;121;176;17;9;Strážnice
CZ0645;6206;Ratíškovice;586510;obec;Hodonín;1;1;1 259;4 040;573;774;35;28;Hodonín
CZ0645;6206;Rohatec;586528;obec;Hodonín;1;1;1 745;3 508;467;735;50;17;Hodonín
CZ0645;6210;Skalka;586536;obec;Kyjov;1;1;303;153;12;38;1;1;Kyjov
CZ0645;6210;Skoronice;586544;obec;Kyjov;1;1;537;540;69;104;7;5;Kyjov
CZ0645;6210;Sobůlky;586552;obec;Kyjov;1;1;701;854;117;181;6;12;Kyjov
CZ0645;6206;Starý Poddvorov;586561;obec;Hodonín;1;1;546;969;142;185;8;4;Hodonín
CZ0645;6210;Stavěšice;586579;obec;Kyjov;1;1;494;348;35;75;1;0;Kyjov
CZ0645;6218;Strážnice;586587;město;Veselí nad Moravou;1;1;3 141;5 560;786;1 199;53;54;Strážnice
CZ0645;6210;Strážovice;586595;obec;Kyjov;1;1;603;599;87;105;5;7;Kyjov
CZ0645;6206;Sudoměřice;586609;obec;Hodonín;1;1;933;1 247;206;247;24;21;Strážnice
CZ0645;6218;Suchov;586617;obec;Veselí nad Moravou;1;1;1 446;487;53;128;3;4;Veselí nad Moravou
CZ0645;6210;Svatobořice-Mistřín;586625;obec;Kyjov;2;2;2 312;3 538;549;658;42;44;Kyjov
CZ0645;6210;Syrovín;586633;obec;Kyjov;1;1;408;354;41;75;2;2;Bzenec
CZ0645;6210;Šardice;586641;obec;Kyjov;1;1;1 729;2 191;287;427;23;15;Kyjov
CZ0645;6218;Tasov;586650;obec;Veselí nad Moravou;1;1;637;559;84;112;4;3;Veselí nad Moravou
CZ0645;6210;Těmice;586668;obec;Kyjov;1;1;379;899;149;160;21;7;Bzenec
CZ0645;6206;Terezín;586676;obec;Hodonín;1;1;374;391;49;76;1;0;Hodonín
CZ0645;6218;Tvarožná Lhota;586684;obec;Veselí nad Moravou;1;1;1 746;930;136;187;5;9;Strážnice
CZ0645;6210;Uhřice;586692;obec;Kyjov;1;1;711;756;138;147;15;10;Ždánice
CZ0645;6210;Vacenovice;586706;obec;Kyjov;1;1;1 465;2 197;349;369;26;24;Vracov
CZ0645;6218;Velká nad Veličkou;586714;obec;Veselí nad Moravou;1;1;2 591;2 891;344;611;14;9;Velká nad Veličkou
CZ0645;6218;Veselí nad Moravou;586722;město;Veselí nad Moravou;3;4;3 545;11 006;1 482;2 354;45;66;Veselí nad Moravou
CZ0645;6210;Věteřov;586731;obec;Kyjov;1;1;818;488;50;94;2;0;Kyjov
CZ0645;6210;Vlkoš;586749;obec;Kyjov;1;1;864;1 045;147;201;10;15;Kyjov
CZ0645;6218;Vnorovy;586757;obec;Veselí nad Moravou;2;2;1 688;3 016;459;574;20;36;Veselí nad Moravou
CZ0645;6210;Vracov;586765;město;Kyjov;1;1;4 440;4 557;714;881;59;49;Vracov
CZ0645;6210;Vřesovice;586773;obec;Kyjov;1;1;653;585;66;136;7;8;Kyjov
CZ0645;6210;Žádovice;586781;obec;Kyjov;1;1;557;749;101;157;8;3;Kyjov
CZ0645;6210;Žarošice;586790;obec;Kyjov;3;1;1 467;1 105;203;207;27;22;Ždánice
CZ0645;6210;Ždánice;586803;město;Kyjov;1;1;2 081;2 481;324;545;17;15;Ždánice
CZ0645;6210;Želetice;586811;obec;Kyjov;1;1;611;492;60;123;2;3;Kyjov
CZ0645;6210;Žeravice;586820;obec;Kyjov;1;1;700;1 019;123;213;18;8;Bzenec
CZ0645;6218;Žeraviny;586838;obec;Veselí nad Moravou;1;1;231;184;12;46;1;1;Veselí nad Moravou
CZ0646;6205;Bohaté Málkovice;592897;obec;Bučovice;1;1;481;246;41;56;1;6;Bučovice
CZ0646;6219;Bohdalice-Pavlovice;592901;obec;Vyškov;3;2;889;847;131;142;7;6;Vyškov
CZ0646;6215;Bošovice;592919;obec;Slavkov u Brna;1;1;1 288;1 229;240;206;43;20;Slavkov u Brna
CZ0646;6205;Brankovice;592927;městys;Bučovice;1;1;1 215;889;128;157;12;10;Bučovice
CZ0646;6219;Březina (vojenský újezd);592935;vojen.újezd;Vyškov;1;6;14 962;0;0;0;0;0;VÚ Březina
CZ0646;6205;Bučovice;592943;město;Bučovice;5;5;3 120;6 496;992;1 257;58;46;Bučovice
CZ0646;6219;Dětkovice;592978;obec;Vyškov;1;1;497;274;41;57;4;4;Ivanovice na Hané
CZ0646;6205;Dobročkovice;592986;obec;Bučovice;1;1;503;219;36;35;0;1;Bučovice
CZ0646;6205;Dražovice;592994;obec;Bučovice;1;1;640;933;169;166;23;10;Bučovice
CZ0646;6219;Drnovice;593001;obec;Vyškov;1;1;1 197;2 377;387;477;22;51;Vyškov
CZ0646;6219;Drysice;593010;obec;Vyškov;1;1;789;586;115;86;11;10;Vyškov
CZ0646;6219;Habrovany;593028;obec;Vyškov;1;1;551;839;148;154;20;8;Rousínov
CZ0646;6215;Heršpice;550213;obec;Slavkov u Brna;1;1;1 805;853;184;127;33;18;Slavkov u Brna
CZ0646;6219;Hlubočany;593036;obec;Vyškov;2;1;806;487;83;93;2;5;Vyškov
CZ0646;6215;Hodějice;593044;obec;Slavkov u Brna;1;1;858;1 036;182;192;12;35;Slavkov u Brna
CZ0646;6215;Holubice;550825;obec;Slavkov u Brna;1;1;739;1 298;297;180;89;98;Slavkov u Brna
CZ0646;6215;Hostěrádky-Rešov;593052;obec;Slavkov u Brna;1;1;467;851;145;165;8;5;Slavkov u Brna
CZ0646;6219;Hoštice-Heroltice;593061;obec;Vyškov;2;2;724;619;106;111;7;11;Vyškov
CZ0646;6215;Hrušky;593079;obec;Slavkov u Brna;1;1;547;771;133;159;8;3;Slavkov u Brna
CZ0646;6219;Hvězdlice;593087;městys;Vyškov;2;2;1 140;564;77;161;3;6;Vyškov
CZ0646;6205;Chvalkovice;593095;obec;Bučovice;1;1;694;245;31;55;1;0;Bučovice
CZ0646;6219;Ivanovice na Hané;593117;město;Vyškov;2;2;2 143;2 942;452;598;100;77;Ivanovice na Hané
CZ0646;6219;Ježkovice;593125;obec;Vyškov;1;1;1 168;383;52;78;2;4;Vyškov
CZ0646;6215;Kobeřice u Brna;593141;obec;Slavkov u Brna;1;1;1 674;722;139;116;11;8;Slavkov u Brna
CZ0646;6205;Kojátky;593150;obec;Bučovice;2;2;582;303;40;48;1;3;Bučovice
CZ0646;6219;Komořany;593168;obec;Vyškov;1;1;585;726;112;123;4;17;Rousínov
CZ0646;6219;Kozlany;550108;obec;Vyškov;1;1;761;357;58;71;5;9;Vyškov
CZ0646;6205;Kožušice;593184;obec;Bučovice;1;1;718;115;13;25;1;0;Bučovice
CZ0646;6219;Krásensko;593192;obec;Vyškov;1;2;726;413;63;81;5;3;Vyškov
CZ0646;6215;Křenovice;593214;obec;Slavkov u Brna;1;1;885;1 936;337;319;22;28;Slavkov u Brna
CZ0646;6205;Křižanovice;593222;obec;Bučovice;1;1;479;808;138;142;12;10;Bučovice
CZ0646;6219;Křižanovice u Vyškova;593231;obec;Vyškov;1;1;247;136;13;17;0;1;Vyškov
CZ0646;6219;Kučerov;593249;obec;Vyškov;1;1;870;498;86;93;6;5;Vyškov
CZ0646;6205;Letonice;593257;obec;Bučovice;1;1;1 101;1 396;198;279;9;3;Bučovice
CZ0646;6215;Lovčičky;593265;obec;Slavkov u Brna;1;1;404;705;136;113;21;11;Slavkov u Brna
CZ0646;6219;Luleč;593273;obec;Vyškov;1;1;1 089;946;168;160;12;20;Vyškov
CZ0646;6219;Lysovice;593281;obec;Vyškov;1;1;530;280;51;52;2;2;Vyškov
CZ0646;6205;Malínky;593290;obec;Bučovice;1;1;341;143;26;28;0;0;Bučovice
CZ0646;6219;Medlovice;550141;obec;Vyškov;1;1;361;325;40;55;3;12;Ivanovice na Hané
CZ0646;6215;Milešovice;593320;obec;Slavkov u Brna;1;1;671;682;115;123;6;7;Slavkov u Brna
CZ0646;6205;Milonice;593338;obec;Bučovice;1;1;498;360;54;80;1;1;Bučovice
CZ0646;6219;Moravské Málkovice;593346;obec;Vyškov;1;1;365;565;98;117;10;0;Ivanovice na Hané
CZ0646;6205;Mouřínov;557048;obec;Bučovice;1;1;1 152;460;72;79;2;2;Bučovice
CZ0646;6215;Němčany;593371;obec;Slavkov u Brna;1;1;700;785;140;157;3;20;Slavkov u Brna
CZ0646;6205;Nemochovice;593389;obec;Bučovice;1;1;1 059;283;36;58;1;4;Bučovice
CZ0646;6219;Nemojany;593397;obec;Vyškov;1;1;601;727;147;143;14;9;Vyškov
CZ0646;6205;Nemotice;593401;obec;Bučovice;1;1;368;408;55;89;4;0;Bučovice
CZ0646;6205;Nesovice;593419;obec;Bučovice;2;2;1 027;1 083;141;255;6;4;Bučovice
CZ0646;6205;Nevojice;593427;obec;Bučovice;1;1;1 061;411;60;75;3;2;Bučovice
CZ0646;6215;Nížkovice;593435;obec;Slavkov u Brna;1;1;703;696;99;135;4;8;Slavkov u Brna
CZ0646;6219;Nové Sady;593443;obec;Vyškov;2;1;244;115;21;28;1;0;Vyškov
CZ0646;6219;Olšany;550132;obec;Vyškov;1;1;1 868;593;113;97;14;11;Rousínov
CZ0646;6219;Orlovice;593460;obec;Vyškov;1;1;1 447;318;42;69;3;2;Ivanovice na Hané
CZ0646;6215;Otnice;593478;obec;Slavkov u Brna;1;1;870;1 586;277;281;20;30;Slavkov u Brna
CZ0646;6219;Podbřežice;550795;obec;Vyškov;1;1;354;241;39;45;1;4;Rousínov
CZ0646;6219;Podivice;593486;obec;Vyškov;1;2;358;177;26;46;2;1;Vyškov
CZ0646;6219;Podomí;550175;obec;Vyškov;1;1;546;430;74;82;3;13;Vyškov
CZ0646;6219;Prusy-Boškůvky;593494;obec;Vyškov;3;2;773;639;127;121;6;3;Vyškov
CZ0646;6219;Pustiměř;593508;obec;Vyškov;2;1;1 250;1 802;330;282;40;29;Vyškov
CZ0646;6219;Račice-Pístovice;593516;obec;Vyškov;2;2;1 886;1 229;228;219;28;14;Vyškov
CZ0646;6219;Radslavice;593524;obec;Vyškov;2;2;435;410;77;80;7;9;Vyškov
CZ0646;6205;Rašovice;593532;obec;Bučovice;1;1;566;690;134;125;13;10;Bučovice
CZ0646;6219;Rostěnice-Zvonovice;554898;obec;Vyškov;2;2;752;522;92;75;14;11;Vyškov
CZ0646;6219;Rousínov;593559;město;Vyškov;7;5;2 305;5 673;1 011;1 078;102;81;Rousínov
CZ0646;6219;Ruprechtov;593567;obec;Vyškov;1;1;1 148;594;92;112;3;5;Vyškov
CZ0646;6219;Rybníček;553972;obec;Vyškov;1;1;210;278;48;40;5;3;Ivanovice na Hané
CZ0646;6215;Slavkov u Brna;593583;město;Slavkov u Brna;1;1;1 495;6 694;1 232;1 210;208;307;Slavkov u Brna
CZ0646;6205;Snovídky;593591;obec;Bučovice;1;1;1 057;334;48;68;4;4;Bučovice
CZ0646;6219;Studnice;593605;obec;Vyškov;2;1;636;488;59;108;4;7;Vyškov
CZ0646;6215;Šaratice;593613;obec;Slavkov u Brna;1;1;825;1 046;192;173;14;16;Slavkov u Brna
CZ0646;6219;Švábenice;593621;městys;Vyškov;1;1;1 938;1 019;202;178;11;10;Ivanovice na Hané
CZ0646;6219;Topolany;593630;obec;Vyškov;1;1;444;358;72;69;5;11;Vyškov
CZ0646;6219;Tučapy;593648;obec;Vyškov;1;1;529;590;102;110;7;16;Rousínov
CZ0646;6205;Uhřice;550191;obec;Bučovice;1;1;439;262;40;52;0;2;Bučovice
CZ0646;6219;Vážany;593656;obec;Vyškov;1;1;544;461;81;87;7;3;Vyškov
CZ0646;6215;Vážany nad Litavou;593664;obec;Slavkov u Brna;1;1;702;725;130;119;7;3;Slavkov u Brna
CZ0646;6215;Velešovice;593681;obec;Slavkov u Brna;1;1;659;1 265;232;214;17;11;Slavkov u Brna
CZ0646;6219;Vyškov;592889;město;Vyškov;13;5;5 047;20 883;3 049;4 181;232;56;Vyškov
CZ0646;6215;Zbýšov;593699;obec;Slavkov u Brna;1;1;479;680;155;76;21;13;Slavkov u Brna
CZ0646;6219;Zelená Hora;593702;obec;Vyškov;1;1;296;290;53;47;5;7;Vyškov
CZ0647;6220;Bantice;593729;obec;Znojmo;1;1;376;289;52;43;2;6;Prosiměřice
CZ0647;6220;Běhařovice;593737;městys;Znojmo;3;3;1 403;371;51;83;1;4;Višňové
CZ0647;6220;Bezkov;593745;obec;Znojmo;1;1;563;214;38;36;7;1;Znojmo
CZ0647;6220;Bítov;593753;obec;Znojmo;1;1;608;143;16;45;6;1;Šumná
CZ0647;6220;Blanné;593761;obec;Znojmo;1;1;247;82;9;15;1;2;Šumná
CZ0647;6220;Blížkovice;593770;městys;Znojmo;1;2;2 081;1 166;175;208;7;9;Šumná
CZ0647;6212;Bohutice;593788;obec;Moravský Krumlov;1;1;718;630;79;144;16;17;Moravský Krumlov
CZ0647;6220;Bojanovice;593796;obec;Znojmo;1;1;1 141;198;34;41;1;5;Jevišovice
CZ0647;6220;Borotice;593800;obec;Znojmo;1;1;1 206;429;82;61;9;4;Hrušovany nad Jeviš.
CZ0647;6220;Boskovštejn;593818;obec;Znojmo;1;1;759;153;21;36;0;6;Jevišovice
CZ0647;6220;Božice;593826;obec;Znojmo;1;2;2 989;1 546;274;277;20;16;Hrušovany nad Jeviš.
CZ0647;6220;Břežany;593842;obec;Znojmo;1;1;1 639;824;73;141;3;3;Hrušovany nad Jeviš.
CZ0647;6220;Citonice;593851;obec;Znojmo;1;1;895;596;105;84;9;3;Znojmo
CZ0647;6220;Ctidružice;593869;obec;Znojmo;1;1;1 266;306;41;72;0;0;Šumná
CZ0647;6220;Čejkovice;593877;obec;Znojmo;1;1;920;219;30;39;11;1;Hrušovany nad Jeviš.
CZ0647;6212;Čermákovice;593885;obec;Moravský Krumlov;1;1;531;90;7;28;0;0;Višňové
CZ0647;6220;Černín;593893;obec;Znojmo;1;1;994;146;30;35;4;2;Jevišovice
CZ0647;6212;Damnice;593907;obec;Moravský Krumlov;1;1;799;341;46;72;0;7;Miroslav
CZ0647;6212;Dobelice;593923;obec;Moravský Krumlov;1;1;400;264;34;45;2;3;Moravský Krumlov
CZ0647;6212;Dobřínsko;593931;obec;Moravský Krumlov;1;1;551;394;50;70;5;6;Moravský Krumlov
CZ0647;6220;Dobšice;546941;obec;Znojmo;1;1;474;2 446;361;399;18;21;Znojmo
CZ0647;6212;Dolenice;593958;obec;Moravský Krumlov;1;1;447;143;20;31;0;2;Miroslav
CZ0647;6212;Dolní Dubňany;593966;obec;Moravský Krumlov;1;1;812;487;81;105;6;4;Moravský Krumlov
CZ0647;6220;Dyjákovice;593974;obec;Znojmo;1;1;1 930;872;149;160;14;9;Jaroslavice
CZ0647;6220;Dyjákovičky;593982;obec;Znojmo;1;1;1 300;544;108;80;26;17;Znojmo
CZ0647;6220;Dyje;593991;obec;Znojmo;1;1;460;477;71;83;15;9;Znojmo
CZ0647;6212;Džbánice;594008;obec;Moravský Krumlov;1;1;540;148;21;26;0;0;Višňové
