Tab. 102 Obce České republiky k 1. 1. 2019;;;;;;;;;;;;;;Souhrn
;;;;;;;;;;;;;;
"Kód
okresu";"Kód
SOORP";Název obce;"Kód
obce";Typ obce;"Správní obvod obce
s rozšířenou působností";"Počet
částí
obce";"Počet
katas-
trů";"Katastr.
výměra
v ha";Počet obyvatel;;;Počet dokončených bytů;;Stavební úřad
;;;;;;;;;celkem;"ve věku
0 - 14 let";"ve věku
65 a více let";2009-2013;2014-2018;
CZ0647;6220;Grešlové Mýto;594016;obec;Znojmo;1;1;216;216;48;28;5;1;Šumná
CZ0647;6220;Havraníky;594024;obec;Znojmo;1;1;920;333;45;59;4;4;Znojmo
CZ0647;6220;Hevlín;594032;obec;Znojmo;1;1;2 694;1 437;261;217;13;16;Hrušovany nad Jeviš.
CZ0647;6220;Hluboké Mašůvky;594041;obec;Znojmo;1;1;1 284;829;151;149;27;12;Znojmo
CZ0647;6220;Hnanice;594059;obec;Znojmo;1;1;777;371;75;34;9;4;Znojmo
CZ0647;6220;Hodonice;594067;obec;Znojmo;1;1;872;1 815;335;263;15;8;Hodonice
CZ0647;6220;Horní Břečkov;594075;obec;Znojmo;2;2;2 109;252;41;42;5;0;Šumná
CZ0647;6212;Horní Dubňany;594083;obec;Moravský Krumlov;1;1;674;295;34;69;3;3;Moravský Krumlov
CZ0647;6220;Horní Dunajovice;594091;obec;Znojmo;1;2;1 005;626;85;114;3;7;Višňové
CZ0647;6212;Horní Kounice;594105;obec;Moravský Krumlov;1;1;1 237;304;56;63;1;3;Višňové
CZ0647;6212;Hostěradice;594113;obec;Moravský Krumlov;3;3;2 745;1 541;235;298;10;42;Miroslav
CZ0647;6220;Hostim;594121;obec;Znojmo;1;1;1 900;420;44;126;2;5;Šumná
CZ0647;6220;Hrabětice;594130;obec;Znojmo;1;1;1 604;889;126;182;5;5;Hrušovany nad Jeviš.
CZ0647;6220;Hrádek;594148;obec;Znojmo;1;1;2 169;930;148;160;9;10;Jaroslavice
CZ0647;6220;Hrušovany nad Jevišovkou;594156;město;Znojmo;1;1;2 530;3 330;531;615;41;38;"Hrušovany
     nad Jevišovkou"
CZ0647;6220;Chvalatice;594164;obec;Znojmo;1;1;1 181;103;10;29;0;3;Šumná
CZ0647;6220;Chvalovice;594172;obec;Znojmo;2;1;884;652;135;85;23;14;Znojmo
CZ0647;6212;Jamolice;594181;obec;Moravský Krumlov;1;1;1 294;433;51;84;3;7;Moravský Krumlov
CZ0647;6220;Jaroslavice;594199;obec;Znojmo;1;1;1 578;1 266;222;195;9;12;Jaroslavice
CZ0647;6220;Jevišovice;594202;město;Znojmo;1;1;786;1 168;183;255;18;8;Jevišovice
CZ0647;6212;Jezeřany-Maršovice;594211;obec;Moravský Krumlov;1;2;1 065;790;140;132;18;16;Moravský Krumlov
CZ0647;6212;Jiřice u Miroslavi;594229;obec;Moravský Krumlov;1;1;853;471;83;87;4;8;Miroslav
CZ0647;6220;Jiřice u Moravských Budějovic;550841;obec;Znojmo;1;1;384;54;9;15;0;1;Jevišovice
CZ0647;6212;Kadov;594237;obec;Moravský Krumlov;1;1;618;142;26;32;0;0;Moravský Krumlov
CZ0647;6220;Korolupy;594253;obec;Znojmo;1;1;1 548;156;15;27;1;1;Vranov nad Dyjí
CZ0647;6220;Kravsko;594261;obec;Znojmo;1;1;825;567;89;113;7;3;Znojmo
CZ0647;6220;Krhovice;594270;obec;Znojmo;1;1;813;558;106;89;15;13;Hodonice
CZ0647;6220;Křepice;594288;obec;Znojmo;1;1;724;103;5;23;0;0;Višňové
CZ0647;6220;Křídlůvky;550086;obec;Znojmo;1;1;787;245;36;46;3;5;Jaroslavice
CZ0647;6212;Kubšice;594296;obec;Moravský Krumlov;1;1;401;153;31;24;0;1;Moravský Krumlov
CZ0647;6220;Kuchařovice;594300;obec;Znojmo;1;1;760;935;131;171;15;5;Znojmo
CZ0647;6220;Kyjovice;594318;obec;Znojmo;1;1;652;153;22;34;0;2;Prosiměřice
CZ0647;6220;Lančov;594326;obec;Znojmo;1;1;1 520;220;29;34;4;1;Vranov nad Dyjí
CZ0647;6220;Lechovice;594334;obec;Znojmo;1;1;573;562;119;69;13;13;Prosiměřice
CZ0647;6220;Lesná;594342;obec;Znojmo;1;1;343;248;40;44;0;0;Šumná
CZ0647;6212;Lesonice;594351;obec;Moravský Krumlov;1;1;660;237;43;51;0;6;Moravský Krumlov
CZ0647;6220;Litobratřice;594369;obec;Znojmo;1;1;1 988;468;80;82;4;2;Hrušovany nad Jeviš.
CZ0647;6220;Lubnice;594385;obec;Znojmo;1;1;759;62;5;15;0;0;Vranov nad Dyjí
CZ0647;6220;Lukov;594393;městys;Znojmo;1;1;1 428;261;38;54;1;1;Znojmo
CZ0647;6220;Mackovice;594407;obec;Znojmo;1;1;1 180;366;67;62;5;1;Hrušovany nad Jeviš.
CZ0647;6220;Mašovice;594415;obec;Znojmo;1;1;1 114;518;86;81;28;3;Znojmo
CZ0647;6220;Medlice;594423;obec;Znojmo;1;1;698;168;11;37;0;1;Višňové
CZ0647;6220;Mikulovice;594431;městys;Znojmo;1;1;1 376;649;103;113;3;11;Višňové
CZ0647;6220;Milíčovice;594440;obec;Znojmo;1;1;694;205;26;49;2;1;Znojmo
CZ0647;6212;Miroslav;594458;město;Moravský Krumlov;2;1;2 660;2 945;442;579;10;24;Miroslav
CZ0647;6212;Miroslavské Knínice;594466;obec;Moravský Krumlov;1;1;864;326;29;83;3;0;Miroslav
CZ0647;6220;Morašice;594474;obec;Znojmo;1;1;558;231;28;63;1;3;Višňové
CZ0647;6212;Moravský Krumlov;594482;město;Moravský Krumlov;4;3;4 956;5 729;773;1 236;31;73;Moravský Krumlov
CZ0647;6212;Našiměřice;594512;obec;Moravský Krumlov;1;1;602;211;36;18;1;1;Miroslav
CZ0647;6220;Němčičky;594521;obec;Znojmo;1;1;495;84;11;15;0;0;Višňové
CZ0647;6220;Nový Šaldorf-Sedlešovice;587729;obec;Znojmo;2;2;846;1 558;294;215;91;60;Znojmo
CZ0647;6220;Olbramkostel;594555;městys;Znojmo;1;1;1 077;530;96;94;5;1;Znojmo
CZ0647;6212;Olbramovice;594563;městys;Moravský Krumlov;1;1;1 712;1 143;184;186;20;29;Moravský Krumlov
CZ0647;6220;Oleksovice;594571;městys;Znojmo;1;1;1 833;669;98;129;5;5;Prosiměřice
CZ0647;6220;Onšov;594580;obec;Znojmo;1;1;558;73;9;16;1;0;Šumná
CZ0647;6220;Oslnovice;594598;obec;Znojmo;1;1;610;81;5;15;0;0;Šumná
CZ0647;6220;Pavlice;594601;obec;Znojmo;1;1;1 405;482;82;93;11;4;Šumná
CZ0647;6212;Petrovice;594610;obec;Moravský Krumlov;1;1;466;369;59;72;2;7;Moravský Krumlov
CZ0647;6220;Plaveč;594628;obec;Znojmo;1;1;1 034;459;65;127;10;11;Znojmo
CZ0647;6220;Plenkovice;550051;obec;Znojmo;1;1;437;372;59;70;3;0;Znojmo
CZ0647;6220;Podhradí nad Dyjí;594636;obec;Znojmo;1;1;622;55;2;19;4;0;Vranov nad Dyjí
CZ0647;6220;Podmolí;594644;obec;Znojmo;1;1;1 383;168;23;44;2;3;Znojmo
CZ0647;6220;Podmyče;594652;obec;Znojmo;1;1;566;102;17;16;1;1;Vranov nad Dyjí
CZ0647;6220;Práče;594679;obec;Znojmo;1;1;741;814;134;86;6;11;Prosiměřice
CZ0647;6220;Pravice;594687;obec;Znojmo;1;1;993;348;52;44;6;5;Hrušovany nad Jeviš.
CZ0647;6220;Prokopov;594695;obec;Znojmo;1;1;245;93;17;20;1;1;Šumná
CZ0647;6220;Prosiměřice;594709;městys;Znojmo;1;1;645;856;142;192;15;19;Prosiměřice
CZ0647;6220;Přeskače;550078;obec;Znojmo;1;1;492;100;11;16;1;2;Višňové
CZ0647;6212;Rešice;594725;obec;Moravský Krumlov;1;2;997;342;37;74;3;3;Moravský Krumlov
CZ0647;6220;Rozkoš;594733;obec;Znojmo;1;1;1 235;173;21;46;1;3;Jevišovice
CZ0647;6220;Rudlice;594741;obec;Znojmo;1;1;381;97;11;29;1;0;Jevišovice
CZ0647;6212;Rybníky;594750;obec;Moravský Krumlov;1;1;842;441;81;91;6;5;Moravský Krumlov
CZ0647;6212;Skalice;594768;obec;Moravský Krumlov;1;1;953;512;77;102;8;2;Višňové
CZ0647;6220;Slatina;594776;obec;Znojmo;1;1;804;243;37;58;1;0;Jevišovice
CZ0647;6220;Slup;594784;obec;Znojmo;2;2;1 572;491;77;95;13;6;Jaroslavice
CZ0647;6220;Stálky;594792;obec;Znojmo;1;1;1 208;121;21;15;0;0;Vranov nad Dyjí
CZ0647;6220;Starý Petřín;594806;obec;Znojmo;3;3;1 856;229;25;52;0;0;Vranov nad Dyjí
CZ0647;6220;Stošíkovice na Louce;594814;obec;Znojmo;1;1;617;284;49;35;9;15;Prosiměřice
CZ0647;6220;Strachotice;594822;obec;Znojmo;2;2;2 048;1 043;185;154;15;11;Jaroslavice
CZ0647;6220;Střelice;594831;obec;Znojmo;1;1;1 216;153;16;49;2;2;Jevišovice
CZ0647;6220;Suchohrdly;555231;obec;Znojmo;1;1;1 368;1 369;252;223;21;71;Znojmo
CZ0647;6212;Suchohrdly u Miroslavi;594849;obec;Moravský Krumlov;1;1;783;487;70;75;14;9;Miroslav
CZ0647;6220;Šafov;594865;obec;Znojmo;1;1;950;153;22;23;0;2;Vranov nad Dyjí
CZ0647;6220;Šanov;594873;obec;Znojmo;1;1;2 036;1 506;246;264;100;22;Hrušovany nad Jeviš.
CZ0647;6220;Šatov;594881;městys;Znojmo;1;1;1 344;1 125;173;215;17;13;Znojmo
CZ0647;6220;Štítary;594890;městys;Znojmo;1;1;2 497;618;81;108;3;9;Šumná
CZ0647;6220;Šumná;594911;obec;Znojmo;1;1;1 196;637;115;133;9;10;Šumná
CZ0647;6220;Tasovice;594920;obec;Znojmo;1;1;1 590;1 366;215;228;42;24;Hodonice
CZ0647;6212;Tavíkovice;594938;obec;Moravský Krumlov;2;2;1 005;590;76;111;3;5;Višňové
CZ0647;6220;Těšetice;594946;obec;Znojmo;1;1;727;594;96;94;27;9;Prosiměřice
CZ0647;6212;Trnové Pole;594954;obec;Moravský Krumlov;1;1;444;121;20;21;0;0;Miroslav
CZ0647;6212;Trstěnice;594971;obec;Moravský Krumlov;1;1;1 436;554;74;106;2;6;Višňové
CZ0647;6212;Tulešice;594989;obec;Moravský Krumlov;1;1;728;198;25;43;1;5;Moravský Krumlov
CZ0647;6220;Tvořihráz;594997;obec;Znojmo;1;1;1 094;417;63;70;4;11;Prosiměřice
CZ0647;6220;Uherčice;595004;obec;Znojmo;2;2;1 251;384;55;75;0;0;Vranov nad Dyjí
CZ0647;6220;Újezd;595012;obec;Znojmo;1;1;573;79;10;15;0;0;Višňové
CZ0647;6220;Únanov;595021;obec;Znojmo;1;1;1 215;1 287;246;207;32;15;Znojmo
CZ0647;6220;Valtrovice;595039;obec;Znojmo;1;1;774;420;74;62;5;7;Jaroslavice
CZ0647;6212;Vedrovice;595047;obec;Moravský Krumlov;1;2;758;840;121;168;16;15;Moravský Krumlov
CZ0647;6220;Velký Karlov;545325;obec;Znojmo;1;1;1 349;386;45;77;0;4;Jaroslavice
CZ0647;6212;Vémyslice;595055;městys;Moravský Krumlov;1;1;1 233;698;91;151;2;8;Moravský Krumlov
CZ0647;6220;Vevčice;595063;obec;Znojmo;1;1;592;71;8;15;0;1;Jevišovice
CZ0647;6220;Višňové;595071;městys;Znojmo;1;1;1 527;1 074;128;234;25;16;Višňové
CZ0647;6220;Vítonice;595080;obec;Znojmo;1;1;580;251;35;30;1;2;Prosiměřice
CZ0647;6220;Vracovice;550019;obec;Znojmo;1;1;604;192;28;31;3;1;Šumná
CZ0647;6220;Vranov nad Dyjí;595098;městys;Znojmo;1;1;1 347;828;94;179;6;2;Vranov nad Dyjí
CZ0647;6220;Vranovská Ves;595101;obec;Znojmo;1;1;428;301;50;58;0;0;Šumná
CZ0647;6220;Vratěnín;595110;obec;Znojmo;1;1;1 473;307;48;56;5;6;Vranov nad Dyjí
CZ0647;6220;Vrbovec;595128;obec;Znojmo;2;2;1 967;1 157;232;172;20;14;Znojmo
CZ0647;6220;Výrovice;595136;obec;Znojmo;1;1;493;176;26;40;1;3;Prosiměřice
CZ0647;6220;Vysočany;595144;obec;Znojmo;1;1;726;92;13;20;0;0;Šumná
CZ0647;6220;Zálesí;595152;obec;Znojmo;1;1;718;169;17;35;2;0;Šumná
CZ0647;6220;Zblovice;595161;obec;Znojmo;1;1;449;44;2;17;1;0;Šumná
CZ0647;6220;Znojmo;593711;město;Znojmo;9;10;6 590;33 780;5 312;7 318;306;357;Znojmo
CZ0647;6220;Želetice;595179;obec;Znojmo;1;1;601;266;28;62;6;3;Prosiměřice
CZ0647;6220;Žerotice;595187;obec;Znojmo;1;1;574;357;53;67;7;6;Prosiměřice
CZ0647;6220;Žerůtky;595195;obec;Znojmo;1;1;219;264;43;41;8;1;Znojmo
CZ0711;7102;Bělá pod Pradědem;523917;obec;Jeseník;4;2;9 223;1 790;256;318;40;20;Jeseník
CZ0711;7102;Bernartice;524891;obec;Jeseník;3;3;2 855;882;176;137;3;2;Javorník
CZ0711;7102;Bílá Voda;525227;obec;Jeseník;3;2;1 499;307;67;49;0;0;Javorník
CZ0711;7102;Černá Voda;533491;obec;Jeseník;1;2;997;532;65;120;6;4;Javorník
CZ0711;7102;Česká Ves;569356;obec;Jeseník;1;1;2 451;2 416;376;462;34;42;Jeseník
CZ0711;7102;Hradec-Nová Ves;553301;obec;Jeseník;1;2;449;410;81;67;27;11;Jeseník
CZ0711;7102;Javorník;536148;město;Jeseník;5;6;7 748;2 768;401;607;19;29;Javorník
CZ0711;7102;Jeseník;536385;město;Jeseník;3;3;3 823;11 192;1 555;2 589;95;99;Jeseník
CZ0711;7102;Kobylá nad Vidnavkou;557218;obec;Jeseník;1;1;1 081;365;40;107;1;7;Javorník
CZ0711;7102;Lipová-lázně;540030;obec;Jeseník;3;2;4 437;2 173;282;482;43;15;Jeseník
CZ0711;7102;Mikulovice;540382;obec;Jeseník;3;3;3 330;2 525;368;546;18;11;Jeseník
CZ0711;7102;Ostružná;569330;obec;Jeseník;3;2;2 508;156;15;33;67;11;Jeseník
CZ0711;7102;Písečná;540684;obec;Jeseník;3;2;844;978;126;176;10;5;Jeseník
CZ0711;7102;Skorošice;553484;obec;Jeseník;2;3;4 647;722;86;163;17;4;Javorník
CZ0711;7102;Stará Červená Voda;541036;obec;Jeseník;2;3;3 662;624;103;104;3;3;Javorník
CZ0711;7102;Supíkovice;541117;obec;Jeseník;1;1;928;666;91;140;2;3;Jeseník
CZ0711;7102;Uhelná;541214;obec;Jeseník;6;3;2 249;487;61;114;3;2;Javorník
CZ0711;7102;Vápenná;541249;obec;Jeseník;2;1;3 679;1 319;153;249;5;6;Javorník
CZ0711;7102;Velká Kraš;553468;obec;Jeseník;1;4;2 148;734;105;120;0;2;Javorník
CZ0711;7102;Velké Kunětice;569453;obec;Jeseník;1;1;983;559;69;95;13;1;Jeseník
CZ0711;7102;Vidnava;541303;město;Jeseník;1;1;427;1 282;190;267;3;4;Javorník
CZ0711;7102;Vlčice;541346;obec;Jeseník;4;3;1 864;400;56;79;3;13;Javorník
CZ0711;7102;Zlaté Hory;597996;město;Jeseník;7;5;8 592;3 796;483;869;22;13;Zlaté Hory
CZ0711;7102;Žulová;541575;město;Jeseník;2;2;1 476;1 247;201;272;8;4;Javorník
CZ0712;7110;Babice;552356;obec;Šternberk;1;1;595;449;72;86;25;9;Šternberk
CZ0712;7107;Bělkovice-Lašťany;500526;obec;Olomouc;1;2;1 530;2 306;428;391;38;58;Dolany
CZ0712;7105;Bílá Lhota;500623;obec;Litovel;7;7;1 822;1 137;162;246;9;20;Litovel
CZ0712;7105;Bílsko;552062;obec;Litovel;1;1;373;228;46;44;3;2;Litovel
CZ0712;7107;Blatec;500801;obec;Olomouc;1;1;658;642;100;113;12;18;Olomouc
CZ0712;7107;Bohuňovice;500852;obec;Olomouc;1;3;1 257;2 532;396;487;43;22;Šternberk
CZ0712;7105;Bouzov;500861;obec;Litovel;13;13;4 231;1 500;202;316;9;16;Litovel
CZ0712;7107;Bukovany;552402;obec;Olomouc;1;1;316;676;113;102;28;28;Velká Bystřice
CZ0712;7107;Bystročice;500879;obec;Olomouc;2;2;801;816;160;147;47;13;Lutín
CZ0712;7107;Bystrovany;547026;obec;Olomouc;1;1;351;1 033;193;145;27;13;Olomouc
CZ0712;7105;Červenka;552186;obec;Litovel;1;1;1 130;1 430;239;288;26;37;Litovel
CZ0712;7107;Daskabát;552445;obec;Olomouc;1;1;583;606;104;136;4;11;Velký Újezd
CZ0712;7112;Dlouhá Loučka;501476;obec;Uničov;3;4;2 662;1 971;328;367;25;22;Uničov
CZ0712;7107;Dolany;501646;obec;Olomouc;3;3;2 377;2 772;565;447;53;53;Dolany
CZ0712;7107;Doloplazy;568392;obec;Olomouc;1;1;804;1 336;241;227;24;13;Tršice
CZ0712;7110;Domašov nad Bystřicí;545279;obec;Šternberk;1;1;1 597;488;68;88;2;1;Šternberk
CZ0712;7110;Domašov u Šternberka;552313;obec;Šternberk;1;1;1 178;337;55;53;4;6;Šternberk
CZ0712;7107;Drahanovice;501751;obec;Olomouc;5;3;1 353;1 684;234;313;21;22;Náměšť na Hané
CZ0712;7107;Dub nad Moravou;501794;městys;Olomouc;3;1;1 523;1 637;293;293;14;13;Dub nad Moravou
CZ0712;7105;Dubčany;552071;obec;Litovel;1;1;344;245;53;40;7;9;Senice na Hané
CZ0712;7107;Grygov;501841;obec;Olomouc;1;1;1 272;1 533;281;292;20;8;Olomouc
CZ0712;7105;Haňovice;552178;obec;Litovel;2;1;280;452;65;84;6;2;Litovel
CZ0712;7110;Hlásnice;552330;obec;Šternberk;1;1;276;229;47;36;10;3;Šternberk
CZ0712;7107;Hlubočky;502146;obec;Olomouc;4;3;2 361;4 221;639;891;45;26;Hlubočky
CZ0712;7107;Hlušovice;552020;obec;Olomouc;1;1;425;930;232;86;44;30;Šternberk
CZ0712;7107;Hněvotín;502235;obec;Olomouc;1;1;1 173;1 834;341;267;92;46;Lutín
CZ0712;7110;Hnojice;502405;obec;Šternberk;1;1;974;637;129;93;26;10;Šternberk
CZ0712;7107;Horka nad Moravou;502545;obec;Olomouc;1;1;1 195;2 488;469;467;25;45;Olomouc
CZ0712;7110;Horní Loděnice;569798;obec;Šternberk;1;2;1 819;343;65;45;2;3;Šternberk
CZ0712;7110;Hraničné Petrovice;546976;obec;Šternberk;1;1;1 217;146;21;29;2;0;Šternberk
CZ0712;7110;Huzová;597414;obec;Šternberk;3;3;3 439;579;90;89;4;1;Šternberk
CZ0712;7107;Charváty;568872;obec;Olomouc;3;1;888;873;160;133;23;14;Dub nad Moravou
CZ0712;7105;Cholina;502839;obec;Litovel;1;1;899;741;131;158;13;8;Litovel
CZ0712;7110;Jívová;503142;obec;Šternberk;1;1;1 528;591;99;106;6;7;Šternberk
CZ0712;7110;Komárov;547123;obec;Šternberk;1;1;149;207;30;62;8;2;Šternberk
CZ0712;7107;Kozlov;500135;obec;Olomouc;2;2;4 576;223;24;30;0;0;Velký Újezd
CZ0712;7107;Kožušany-Tážaly;503304;obec;Olomouc;2;2;627;869;142;176;15;14;Olomouc
CZ0712;7107;Krčmaň;552437;obec;Olomouc;1;1;498;469;77;90;6;6;Velký Týnec
CZ0712;7107;Křelov-Břuchotín;554901;obec;Olomouc;2;2;791;1 746;300;293;28;33;Olomouc
CZ0712;7107;Libavá (vojenský újezd);503941;vojen.újezd;Olomouc;1;6;23 549;0;0;0;0;0;VÚ Město Libavá
CZ0712;7107;Liboš;569003;obec;Olomouc;1;2;430;638;99;111;7;7;Štěpánov
CZ0712;7110;Lipina;552305;obec;Šternberk;1;2;994;175;25;25;4;6;Šternberk
CZ0712;7112;Lipinka;540005;obec;Uničov;1;1;249;192;21;41;1;1;Uničov
CZ0712;7105;Litovel;503444;město;Litovel;11;11;4 640;9 810;1 488;2 076;72;109;Litovel
CZ0712;7107;Loučany;552232;obec;Olomouc;1;1;498;658;97;139;17;5;Náměšť na Hané
CZ0712;7105;Loučka;552038;obec;Litovel;1;1;620;208;27;48;2;2;Litovel
CZ0712;7107;Luběnice;552216;obec;Olomouc;1;1;276;474;63;101;7;14;Lutín
CZ0712;7105;Luká;503622;obec;Litovel;6;6;1 484;867;137;186;28;18;Litovel
CZ0712;7107;Lutín;503657;obec;Olomouc;2;2;820;3 273;502;564;33;28;Lutín
CZ0712;7110;Lužice;569844;obec;Šternberk;1;1;515;396;64;66;5;17;Šternberk
CZ0712;7107;Majetín;503738;obec;Olomouc;1;1;950;1 187;187;210;18;16;Velký Týnec
CZ0712;7112;Medlov;552372;obec;Uničov;4;4;3 129;1 580;260;275;24;14;Uničov
CZ0712;7105;Měrotín;568911;obec;Litovel;1;1;214;268;46;50;4;3;Litovel
CZ0712;7110;Město Libavá;500160;obec;Šternberk;2;3;2 933;598;76;75;0;0;Šternberk
CZ0712;7105;Mladeč;504246;obec;Litovel;3;2;1 207;758;112;143;9;15;Litovel
CZ0712;7110;Mladějovice;552348;obec;Šternberk;1;1;1 044;718;126;116;11;15;Šternberk
CZ0712;7110;Moravský Beroun;597678;město;Šternberk;5;5;5 122;2 957;462;525;2;3;Moravský Beroun
CZ0712;7107;Mrsklesy;554944;obec;Olomouc;1;1;555;684;119;136;29;28;Velká Bystřice
CZ0712;7110;Mutkov;547093;obec;Šternberk;1;1;564;49;6;12;1;1;Šternberk
CZ0712;7105;Náklo;504441;obec;Litovel;3;3;1 145;1 515;285;293;15;22;Litovel
CZ0712;7107;Náměšť na Hané;504505;městys;Olomouc;1;1;1 865;2 053;334;419;48;50;Náměšť na Hané
CZ0712;7110;Norberčany;597686;obec;Šternberk;4;4;2 236;259;25;59;0;0;Moravský Beroun
CZ0712;7112;Nová Hradečná;552381;obec;Uničov;1;1;1 140;790;115;154;12;7;Uničov
CZ0712;7105;Olbramice;552259;obec;Litovel;1;1;305;219;25;41;1;1;Náměšť na Hané
CZ0712;7107;OLOMOUC;500496;statutarní město;Olomouc;26;26;10 333;100 523;16 432;20 386;1 802;1 967;Olomouc
CZ0712;7112;Paseka;504785;obec;Uničov;3;2;2 284;1 294;236;217;18;18;Uničov
CZ0712;7105;Pňovice;552160;obec;Litovel;1;1;1 636;975;188;131;27;24;Litovel
CZ0712;7107;Přáslavice;552411;obec;Olomouc;2;1;728;1 429;209;278;49;45;Velká Bystřice
CZ0712;7107;Příkazy;505013;obec;Olomouc;2;2;1 398;1 315;218;264;33;14;Litovel
CZ0712;7110;Řídeč;554103;obec;Šternberk;1;1;727;192;26;31;5;4;Šternberk
CZ0712;7107;Samotišky;547077;obec;Olomouc;1;1;190;1 360;255;239;18;11;Olomouc
CZ0712;7105;Senice na Hané;505081;obec;Litovel;3;3;1 926;1 795;253;383;14;21;Senice na Hané
CZ0712;7105;Senička;552267;obec;Litovel;1;1;569;347;54;70;10;5;Senice na Hané
CZ0712;7107;Skrbeň;552151;obec;Olomouc;1;1;788;1 184;188;199;5;5;Olomouc
CZ0712;7107;Slatinice;505111;obec;Olomouc;2;2;778;1 616;236;362;26;65;Lutín
CZ0712;7105;Slavětín;552194;obec;Litovel;1;1;490;206;44;41;1;0;Litovel
CZ0712;7110;Strukov;569054;obec;Šternberk;1;1;53;146;15;38;1;2;Šternberk
CZ0712;7105;Střeň;547018;obec;Litovel;1;1;581;604;97;111;7;4;Litovel
CZ0712;7107;Suchonice;569771;obec;Olomouc;1;1;346;178;27;33;4;1;Tršice
CZ0712;7107;Svésedlice;552429;obec;Olomouc;1;1;303;198;33;29;7;5;Velká Bystřice
CZ0712;7110;Štarnov;552011;obec;Šternberk;1;1;988;766;153;133;26;38;Šternberk
CZ0712;7107;Štěpánov;505161;obec;Olomouc;3;4;2 684;3 506;560;664;43;42;Štěpánov
CZ0712;7110;Šternberk;505188;město;Šternberk;5;6;4 879;13 495;2 153;2 867;230;178;Šternberk
CZ0712;7112;Šumvald;505218;obec;Uničov;2;2;2 101;1 656;246;333;13;16;Uničov
CZ0712;7107;Těšetice;505269;obec;Olomouc;3;3;1 248;1 282;192;241;20;14;Lutín
CZ0712;7107;Tovéř;552089;obec;Olomouc;1;1;206;603;100;96;10;19;Dolany
CZ0712;7112;Troubelice;505293;obec;Uničov;4;4;1 885;1 890;306;341;26;11;Uničov
CZ0712;7107;Tršice;505366;obec;Olomouc;6;6;2 504;1 664;286;310;21;34;Tršice
CZ0712;7112;Újezd;505501;obec;Uničov;3;1;1 860;1 441;214;307;11;45;Uničov
CZ0712;7112;Uničov;505587;město;Uničov;9;9;4 828;11 396;1 563;2 375;135;88;Uničov
CZ0712;7107;Ústín;552364;obec;Olomouc;1;1;440;432;70;74;10;12;Lutín
CZ0712;7107;Velká Bystřice;505609;město;Olomouc;1;1;922;3 384;608;639;82;67;Velká Bystřice
CZ0712;7107;Velký Týnec;505650;obec;Olomouc;3;3;2 062;2 922;590;433;133;79;Velký Týnec
CZ0712;7107;Velký Újezd;505668;městys;Olomouc;1;1;683;1 364;263;232;31;28;Velký Újezd
CZ0712;7107;Věrovany;552119;obec;Olomouc;3;1;1 781;1 382;226;265;28;17;Dub nad Moravou
CZ0712;7105;Vilémov;568961;obec;Litovel;1;1;854;429;59;89;6;3;Senice na Hané
CZ0712;7112;Želechovice;552399;obec;Uničov;1;1;612;239;42;33;4;6;Uničov
CZ0712;7110;Žerotín;505862;obec;Šternberk;1;1;786;464;77;84;4;3;Šternberk
CZ0713;7108;Alojzov;506761;obec;Prostějov;1;1;464;243;47;50;3;5;Prostějov
CZ0713;7108;Bedihošť;589268;obec;Prostějov;1;1;647;1 077;186;185;14;20;Prostějov
CZ0713;7108;Bílovice-Lutotín;589276;obec;Prostějov;2;2;687;516;66;109;3;9;Kostelec na Hané
CZ0713;7108;Biskupice;589284;obec;Prostějov;1;1;414;297;44;45;15;0;Prostějov
CZ0713;7103;Bohuslavice;589292;obec;Konice;1;1;487;444;69;72;3;5;Konice
CZ0713;7108;Bousín;589306;obec;Prostějov;2;2;342;134;20;30;1;1;Plumlov
CZ0713;7103;Brodek u Konice;589314;obec;Konice;2;3;1 416;800;86;192;4;4;Konice
CZ0713;7108;Brodek u Prostějova;589322;městys;Prostějov;2;2;611;1 518;236;269;25;18;Prostějov
CZ0713;7103;Březsko;589331;obec;Konice;1;1;404;215;26;46;3;1;Konice
CZ0713;7103;Budětsko;589349;obec;Konice;3;1;581;412;77;91;9;4;Konice
CZ0713;7108;Buková;589357;obec;Prostějov;1;1;1 743;295;28;81;2;0;Plumlov
CZ0713;7108;Čehovice;589365;obec;Prostějov;1;1;711;524;76;112;5;9;Prostějov
CZ0713;7108;Čechy pod Kosířem;589381;obec;Prostějov;1;1;920;1 038;180;210;10;5;Kostelec na Hané
CZ0713;7108;Čelčice;589390;obec;Prostějov;1;1;491;512;60;82;3;1;Prostějov
CZ0713;7108;Čelechovice na Hané;589403;obec;Prostějov;3;2;727;1 327;215;274;23;18;Prostějov
CZ0713;7108;Dětkovice;589420;obec;Prostějov;1;1;533;531;95;119;16;9;Prostějov
CZ0713;7108;Dobrochov;589438;obec;Prostějov;1;1;253;343;65;42;12;6;Prostějov
CZ0713;7108;Dobromilice;589446;obec;Prostějov;1;1;795;819;156;114;0;1;Němčice nad Hanou
CZ0713;7108;Doloplazy;589454;obec;Prostějov;2;2;292;532;73;82;4;4;Němčice nad Hanou
CZ0713;7108;Drahany;589462;městys;Prostějov;1;1;676;525;85;105;4;9;Plumlov
CZ0713;7108;Držovice;558419;obec;Prostějov;1;1;754;1 425;217;297;24;33;Prostějov
